PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare
892,3,1,34.5,0,0,7.8292
893,3,0,47.0,1,0,7.0
894,2,1,62.0,0,0,9.6875
895,3,1,27.0,0,0,8.6625
896,3,0,22.0,1,1,12.2875
897,3,1,14.0,0,0,9.225
898,3,0,30.0,0,0,7.6292
899,2,1,26.0,1,1,29.0
900,3,0,18.0,0,0,7.2292
901,3,1,21.0,2,0,24.15
902,3,1,30.272590361445783,0,0,7.8958
903,1,1,46.0,0,0,26.0
904,1,0,23.0,1,0,82.2667
905,2,1,63.0,1,0,26.0
906,1,0,47.0,1,0,61.175
907,2,0,24.0,1,0,27.7208
908,2,1,35.0,0,0,12.35
909,3,1,21.0,0,0,7.225
910,3,0,27.0,1,0,7.925
911,3,0,45.0,0,0,7.225
912,1,1,55.0,1,0,59.4
913,3,1,9.0,0,1,3.1708
914,1,0,30.272590361445783,0,0,31.6833
915,1,1,21.0,0,1,61.3792
916,1,0,48.0,1,3,262.375
917,3,1,50.0,1,0,14.5
918,1,0,22.0,0,1,61.9792
919,3,1,22.5,0,0,7.225
920,1,1,41.0,0,0,30.5
921,3,1,30.272590361445783,2,0,21.6792
922,2,1,50.0,1,0,26.0
923,2,1,24.0,2,0,31.5
924,3,0,33.0,1,2,20.575
925,3,0,30.272590361445783,1,2,23.45
926,1,1,30.0,1,0,57.75
927,3,1,18.5,0,0,7.2292
928,3,0,30.272590361445783,0,0,8.05
929,3,0,21.0,0,0,8.6625
930,3,1,25.0,0,0,9.5
931,3,1,30.272590361445783,0,0,56.4958
932,3,1,39.0,0,1,13.4167
933,1,1,30.272590361445783,0,0,26.55
934,3,1,41.0,0,0,7.85
935,2,0,30.0,0,0,13.0
936,1,0,45.0,1,0,52.5542
937,3,1,25.0,0,0,7.925
938,1,1,45.0,0,0,29.7
939,3,1,30.272590361445783,0,0,7.75
940,1,0,60.0,0,0,76.2917
941,3,0,36.0,0,2,15.9
942,1,1,24.0,1,0,60.0
943,2,1,27.0,0,0,15.0333
944,2,0,20.0,2,1,23.0
945,1,0,28.0,3,2,263.0
946,2,1,30.272590361445783,0,0,15.5792
947,3,1,10.0,4,1,29.125
948,3,1,35.0,0,0,7.8958
949,3,1,25.0,0,0,7.65
950,3,1,30.272590361445783,1,0,16.1
951,1,0,36.0,0,0,262.375
952,3,1,17.0,0,0,7.8958
953,2,1,32.0,0,0,13.5
954,3,1,18.0,0,0,7.75
955,3,0,22.0,0,0,7.725
956,1,1,13.0,2,2,262.375
957,2,0,30.272590361445783,0,0,21.0
958,3,0,18.0,0,0,7.8792
959,1,1,47.0,0,0,42.4
960,1,1,31.0,0,0,28.5375
961,1,0,60.0,1,4,263.0
962,3,0,24.0,0,0,7.75
963,3,1,21.0,0,0,7.8958
964,3,0,29.0,0,0,7.925
965,1,1,28.5,0,0,27.7208
966,1,0,35.0,0,0,211.5
967,1,1,32.5,0,0,211.5
968,3,1,30.272590361445783,0,0,8.05
969,1,0,55.0,2,0,25.7
970,2,1,30.0,0,0,13.0
971,3,0,24.0,0,0,7.75
972,3,1,6.0,1,1,15.2458
973,1,1,67.0,1,0,221.7792
974,1,1,49.0,0,0,26.0
975,3,1,30.272590361445783,0,0,7.8958
976,2,1,30.272590361445783,0,0,10.7083
977,3,1,30.272590361445783,1,0,14.4542
978,3,0,27.0,0,0,7.8792
979,3,0,18.0,0,0,8.05
980,3,0,30.272590361445783,0,0,7.75
981,2,1,2.0,1,1,23.0
982,3,0,22.0,1,0,13.9
983,3,1,30.272590361445783,0,0,7.775
984,1,0,27.0,1,2,52.0
985,3,1,30.272590361445783,0,0,8.05
986,1,1,25.0,0,0,26.0
987,3,1,25.0,0,0,7.7958
988,1,0,76.0,1,0,78.85
989,3,1,29.0,0,0,7.925
990,3,0,20.0,0,0,7.8542
991,3,1,33.0,0,0,8.05
992,1,0,43.0,1,0,55.4417
993,2,1,27.0,1,0,26.0
994,3,1,30.272590361445783,0,0,7.75
995,3,1,26.0,0,0,7.775
996,3,0,16.0,1,1,8.5167
997,3,1,28.0,0,0,22.525
998,3,1,21.0,0,0,7.8208
999,3,1,30.272590361445783,0,0,7.75
1000,3,1,30.272590361445783,0,0,8.7125
1001,2,1,18.5,0,0,13.0
1002,2,1,41.0,0,0,15.0458
1003,3,0,30.272590361445783,0,0,7.7792
1004,1,0,36.0,0,0,31.6792
1005,3,0,18.5,0,0,7.2833
1006,1,0,63.0,1,0,221.7792
1007,3,1,18.0,1,0,14.4542
1008,3,1,30.272590361445783,0,0,6.4375
1009,3,0,1.0,1,1,16.7
1010,1,1,36.0,0,0,75.2417
1011,2,0,29.0,1,0,26.0
1012,2,0,12.0,0,0,15.75
1013,3,1,30.272590361445783,1,0,7.75
1014,1,0,35.0,1,0,57.75
1015,3,1,28.0,0,0,7.25
1016,3,1,30.272590361445783,0,0,7.75
1017,3,0,17.0,0,1,16.1
1018,3,1,22.0,0,0,7.7958
1019,3,0,30.272590361445783,2,0,23.25
1020,2,1,42.0,0,0,13.0
1021,3,1,24.0,0,0,8.05
1022,3,1,32.0,0,0,8.05
1023,1,1,53.0,0,0,28.5
1024,3,0,30.272590361445783,0,4,25.4667
1025,3,1,30.272590361445783,1,0,6.4375
1026,3,1,43.0,0,0,7.8958
1027,3,1,24.0,0,0,7.8542
1028,3,1,26.5,0,0,7.225
1029,2,1,26.0,0,0,13.0
1030,3,0,23.0,0,0,8.05
1031,3,1,40.0,1,6,46.9
1032,3,0,10.0,5,2,46.9
1033,1,0,33.0,0,0,151.55
1034,1,1,61.0,1,3,262.375
1035,2,1,28.0,0,0,26.0
1036,1,1,42.0,0,0,26.55
1037,3,1,31.0,3,0,18.0
1038,1,1,30.272590361445783,0,0,51.8625
1039,3,1,22.0,0,0,8.05
1040,1,1,30.272590361445783,0,0,26.55
1041,2,1,30.0,1,1,26.0
1042,1,0,23.0,0,1,83.1583
1043,3,1,30.272590361445783,0,0,7.8958
1044,3,1,60.5,0,0,14.4542
1045,3,0,36.0,0,2,12.1833
1046,3,1,13.0,4,2,31.3875
1047,3,1,24.0,0,0,7.55
1048,1,0,29.0,0,0,221.7792
1049,3,0,23.0,0,0,7.8542
1050,1,1,42.0,0,0,26.55
1051,3,0,26.0,0,2,13.775
1052,3,0,30.272590361445783,0,0,7.7333
1053,3,1,7.0,1,1,15.2458
1054,2,0,26.0,0,0,13.5
1055,3,1,30.272590361445783,0,0,7.0
1056,2,1,41.0,0,0,13.0
1057,3,0,26.0,1,1,22.025
1058,1,1,48.0,0,0,50.4958
1059,3,1,18.0,2,2,34.375
1060,1,0,30.272590361445783,0,0,27.7208
1061,3,0,22.0,0,0,8.9625
1062,3,1,30.272590361445783,0,0,7.55
1063,3,1,27.0,0,0,7.225
1064,3,1,23.0,1,0,13.9
1065,3,1,30.272590361445783,0,0,7.2292
1066,3,1,40.0,1,5,31.3875
1067,2,0,15.0,0,2,39.0
1068,2,0,20.0,0,0,36.75
1069,1,1,54.0,1,0,55.4417
1070,2,0,36.0,0,3,39.0
1071,1,0,64.0,0,2,83.1583
1072,2,1,30.0,0,0,13.0
1073,1,1,37.0,1,1,83.1583
1074,1,0,18.0,1,0,53.1
1075,3,1,30.272590361445783,0,0,7.75
1076,1,0,27.0,1,1,247.5208
1077,2,1,40.0,0,0,16.0
1078,2,0,21.0,0,1,21.0
1079,3,1,17.0,2,0,8.05
1080,3,0,30.272590361445783,8,2,69.55
1081,2,1,40.0,0,0,13.0
1082,2,1,34.0,1,0,26.0
1083,1,1,30.272590361445783,0,0,26.0
1084,3,1,11.5,1,1,14.5
1085,2,1,61.0,0,0,12.35
1086,2,1,8.0,0,2,32.5
1087,3,1,33.0,0,0,7.8542
1088,1,1,6.0,0,2,134.5
1089,3,0,18.0,0,0,7.775
1090,2,1,23.0,0,0,10.5
1091,3,0,30.272590361445783,0,0,8.1125
1092,3,0,30.272590361445783,0,0,15.5
1093,3,1,0.33,0,2,14.4
1094,1,1,47.0,1,0,227.525
1095,2,0,8.0,1,1,26.0
1096,2,1,25.0,0,0,10.5
1097,1,1,30.272590361445783,0,0,25.7417
1098,3,0,35.0,0,0,7.75
1099,2,1,24.0,0,0,10.5
1100,1,0,33.0,0,0,27.7208
1101,3,1,25.0,0,0,7.8958
1102,3,1,32.0,0,0,22.525
1103,3,1,30.272590361445783,0,0,7.05
1104,2,1,17.0,0,0,73.5
1105,2,0,60.0,1,0,26.0
1106,3,0,38.0,4,2,7.775
1107,1,1,42.0,0,0,42.5
1108,3,0,30.272590361445783,0,0,7.8792
1109,1,1,57.0,1,1,164.8667
1110,1,0,50.0,1,1,211.5
1111,3,1,30.272590361445783,0,0,8.05
1112,2,0,30.0,1,0,13.8583
1113,3,1,21.0,0,0,8.05
1114,2,0,22.0,0,0,10.5
1115,3,1,21.0,0,0,7.7958
1116,1,0,53.0,0,0,27.4458
1117,3,0,30.272590361445783,0,2,15.2458
1118,3,1,23.0,0,0,7.7958
1119,3,0,30.272590361445783,0,0,7.75
1120,3,1,40.5,0,0,15.1
1121,2,1,36.0,0,0,13.0
1122,2,1,14.0,0,0,65.0
1123,1,0,21.0,0,0,26.55
1124,3,1,21.0,1,0,6.4958
1125,3,1,30.272590361445783,0,0,7.8792
1126,1,1,39.0,1,0,71.2833
1127,3,1,20.0,0,0,7.8542
1128,1,1,64.0,1,0,75.25
1129,3,1,20.0,0,0,7.225
1130,2,0,18.0,1,1,13.0
1131,1,0,48.0,1,0,106.425
1132,1,0,55.0,0,0,27.7208
1133,2,0,45.0,0,2,30.0
1134,1,1,45.0,1,1,134.5
1135,3,1,30.272590361445783,0,0,7.8875
1136,3,1,30.272590361445783,1,2,23.45
1137,1,1,41.0,1,0,51.8625
1138,2,0,22.0,0,0,21.0
1139,2,1,42.0,1,1,32.5
1140,2,0,29.0,1,0,26.0
1141,3,0,30.272590361445783,1,0,14.4542
1142,2,0,0.92,1,2,27.75
1143,3,1,20.0,0,0,7.925
1144,1,1,27.0,1,0,136.7792
1145,3,1,24.0,0,0,9.325
1146,3,1,32.5,0,0,9.5
1147,3,1,30.272590361445783,0,0,7.55
1148,3,1,30.272590361445783,0,0,7.75
1149,3,1,28.0,0,0,8.05
1150,2,0,19.0,0,0,13.0
1151,3,1,21.0,0,0,7.775
1152,3,1,36.5,1,0,17.4
1153,3,1,21.0,0,0,7.8542
1154,2,0,29.0,0,2,23.0
1155,3,0,1.0,1,1,12.1833
1156,2,1,30.0,0,0,12.7375
1157,3,1,30.272590361445783,0,0,7.8958
1158,1,1,30.272590361445783,0,0,0.0
1159,3,1,30.272590361445783,0,0,7.55
1160,3,0,30.272590361445783,0,0,8.05
1161,3,1,17.0,0,0,8.6625
1162,1,1,46.0,0,0,75.2417
1163,3,1,30.272590361445783,0,0,7.75
1164,1,0,26.0,1,0,136.7792
1165,3,0,30.272590361445783,1,0,15.5
1166,3,1,30.272590361445783,0,0,7.225
1167,2,0,20.0,1,0,26.0
1168,2,1,28.0,0,0,10.5
1169,2,1,40.0,1,0,26.0
1170,2,1,30.0,1,0,21.0
1171,2,1,22.0,0,0,10.5
1172,3,0,23.0,0,0,8.6625
1173,3,1,0.75,1,1,13.775
1174,3,0,30.272590361445783,0,0,7.75
1175,3,0,9.0,1,1,15.2458
1176,3,0,2.0,1,1,20.2125
1177,3,1,36.0,0,0,7.25
1178,3,1,30.272590361445783,0,0,7.25
1179,1,1,24.0,1,0,82.2667
1180,3,1,30.272590361445783,0,0,7.2292
1181,3,1,30.272590361445783,0,0,8.05
1182,1,1,30.272590361445783,0,0,39.6
1183,3,0,30.0,0,0,6.95
1184,3,1,30.272590361445783,0,0,7.2292
1185,1,1,53.0,1,1,81.8583
1186,3,1,36.0,0,0,9.5
1187,3,1,26.0,0,0,7.8958
1188,2,0,1.0,1,2,41.5792
1189,3,1,30.272590361445783,2,0,21.6792
1190,1,1,30.0,0,0,45.5
1191,3,1,29.0,0,0,7.8542
1192,3,1,32.0,0,0,7.775
1193,2,1,30.272590361445783,0,0,15.0458
1194,2,1,43.0,0,1,21.0
1195,3,1,24.0,0,0,8.6625
1196,3,0,30.272590361445783,0,0,7.75
1197,1,0,64.0,1,1,26.55
1198,1,1,30.0,1,2,151.55
1199,3,1,0.83,0,1,9.35
1200,1,1,55.0,1,1,93.5
1201,3,0,45.0,1,0,14.1083
1202,3,1,18.0,0,0,8.6625
1203,3,1,22.0,0,0,7.225
1204,3,1,30.272590361445783,0,0,7.575
1205,3,0,37.0,0,0,7.75
1206,1,0,55.0,0,0,135.6333
1207,3,0,17.0,0,0,7.7333
1208,1,1,57.0,1,0,146.5208
1209,2,1,19.0,0,0,10.5
1210,3,1,27.0,0,0,7.8542
1211,2,1,22.0,2,0,31.5
1212,3,1,26.0,0,0,7.775
1213,3,1,25.0,0,0,7.2292
1214,2,1,26.0,0,0,13.0
1215,1,1,33.0,0,0,26.55
1216,1,0,39.0,0,0,211.3375
1217,3,1,23.0,0,0,7.05
1218,2,0,12.0,2,1,39.0
1219,1,1,46.0,0,0,79.2
1220,2,1,29.0,1,0,26.0
1221,2,1,21.0,0,0,13.0
1222,2,0,48.0,0,2,36.75
1223,1,1,39.0,0,0,29.7
1224,3,1,30.272590361445783,0,0,7.225
1225,3,0,19.0,1,1,15.7417
1226,3,1,27.0,0,0,7.8958
1227,1,1,30.0,0,0,26.0
1228,2,1,32.0,0,0,13.0
1229,3,1,39.0,0,2,7.2292
1230,2,1,25.0,0,0,31.5
1231,3,1,30.272590361445783,0,0,7.2292
1232,2,1,18.0,0,0,10.5
1233,3,1,32.0,0,0,7.5792
1234,3,1,30.272590361445783,1,9,69.55
1235,1,0,58.0,0,1,512.3292
1236,3,1,30.272590361445783,1,1,14.5
1237,3,0,16.0,0,0,7.65
1238,2,1,26.0,0,0,13.0
1239,3,0,38.0,0,0,7.2292
1240,2,1,24.0,0,0,13.5
1241,2,0,31.0,0,0,21.0
1242,1,0,45.0,0,1,63.3583
1243,2,1,25.0,0,0,10.5
1244,2,1,18.0,0,0,73.5
1245,2,1,49.0,1,2,65.0
1246,3,0,0.17,1,2,20.575
1247,1,1,50.0,0,0,26.0
1248,1,0,59.0,2,0,51.4792
1249,3,1,30.272590361445783,0,0,7.8792
1250,3,1,30.272590361445783,0,0,7.75
1251,3,0,30.0,1,0,15.55
1252,3,1,14.5,8,2,69.55
1253,2,0,24.0,1,1,37.0042
1254,2,0,31.0,0,0,21.0
1255,3,1,27.0,0,0,8.6625
1256,1,0,25.0,1,0,55.4417
1257,3,0,30.272590361445783,1,9,69.55
1258,3,1,30.272590361445783,1,0,14.4583
1259,3,0,22.0,0,0,39.6875
1260,1,0,45.0,0,1,59.4
1261,2,1,29.0,0,0,13.8583
1262,2,1,21.0,1,0,11.5
1263,1,0,31.0,0,0,134.5
1264,1,1,49.0,0,0,0.0
1265,2,1,44.0,0,0,13.0
1266,1,0,54.0,1,1,81.8583
1267,1,0,45.0,0,0,262.375
1268,3,0,22.0,2,0,8.6625
1269,2,1,21.0,0,0,11.5
1270,1,1,55.0,0,0,50.0
1271,3,1,5.0,4,2,31.3875
1272,3,1,30.272590361445783,0,0,7.75
1273,3,1,26.0,0,0,7.8792
1274,3,0,30.272590361445783,0,0,14.5
1275,3,0,19.0,1,0,16.1
1276,2,1,30.272590361445783,0,0,12.875
1277,2,0,24.0,1,2,65.0
1278,3,1,24.0,0,0,7.775
